GoldLabel,Premise,Hypothesis,PairID,PremiseSubj,PremiseRel,PremiseObj,HypothesisSubj,HypothesisRel,HypothesisObj
entailment,"Once again ""Mr. Brown"" had triumphed.",Mr. Brown succeeded yet again.,606e,Mr. Brown,had triumphed,Once again,Mr. Brown,succeeded,yet again
neutral,A hooded man lovingly holding a woman's face,The couple is in love.,4686568156.jpg#3r1n,A hooded man,lovingly holding,a woman's face,The couple,is,in love
neutral,A man plays the scottish bagpipes.,A male playing some instrument.,242272464.jpg#4r1n,A man,plays,the scottish bagpipes,A male,playing,some instrument
entailment,Two kids playing basketball.,kids are playing sports,4663514463.jpg#4r1e,Two kids,playing,basketball,kids,are playing,sports
entailment,A dog catching a Frisbee.,A dog is playing with a Frisee.,2896483502.jpg#4r4e,A dog,catching,a Frisbee,A dog,is playing,with a Frisee
contradiction,two men are planting a tree,Two women work in a garden.,2225642606.jpg#4r1c,two men,are planting,a tree,Two women,work,in a garden
contradiction,A flower girl is posing for a photograph.,The little girl is taking a nap.,4745414475.jpg#3r1c,A flower girl,is posing,for a photograph,The little girl,is taking,a nap
contradiction,Two young girls are talking to each other.,Two young girls sitting in silence.,175400432.jpg#2r2c,Two young girls,are talking,to each other,Two young girls,sitting,in silence
entailment,I shall never forget them. ,I will not forget them. ,129644e,I,shall never forget,them,I,will not forget,them
entailment,Their interest rate climbed to 10.,Their interest rate moved to 10.,20385e,Their interest rate,climbed,to 10,Their interest rate,moved,to 10
entailment,A man standing between waterfalls.,A person is outside,3014169370.jpg#4r1e,A man,standing,between waterfalls,A person,is,outside
neutral,A little girl is hugging a woman.,A daughter is hugging her mom.,977365989.jpg#4r1n,A little girl,is hugging,a woman,A daughter,is hugging,her mom
contradiction,Many people are in the gym.,No one is at the gym,4183120.jpg#4r1c,Many people,are,in the gym,No one,is,at the gym
entailment,A person is cooking food.,Someone makes a meal.,2661118494.jpg#4r1e,A person,is cooking,food,Someone,makes,a meal
contradiction,a man wakeboards on a lake.,A woman wakeboards on a lake.,172092464.jpg#3r1c,a man,wakeboards,on a lake,A woman,wakeboards,on a lake
neutral,A baseball player throws the ball.,An outfielder lobs a baseball.,3471463779.jpg#3r1n,A baseball player,throws,the ball,An outfielder,lobs,a baseball
contradiction,Outfielder trying to catch a fly ball.,The ball is on the ground.,3361278515.jpg#3r1c,Outfielder,trying to catch,a fly ball,The ball,is,on the ground
neutral,The man's eyes were solid black orbs.,The man's eyes were terrifying.,93083n,The man's eyes,were,solid black orbs,The man's eyes,were,terrifying
neutral,Four children playing in water spouts.,Four girls are playing in water spouts.,2878578240.jpg#2r1n,Four children,playing,in water spouts,Four girls,are playing,in water spouts
entailment,Guests are not exploited because they are .,The guests are not exploited due to this.,92572e,Guests,are not exploited,because they are,The guests,are not exploited,due to this
contradiction,A woman is swimming underwater.,A lady is playing the lottery.,6556868159.jpg#3r1c,A woman,is swimming,underwater,A lady,is playing,the lottery
entailment, Jon turned to San'doro.,San'doro saw Jon face him. ,102300e,Jon,turned,to San'doro,Jon,face,him
entailment,It was a slack time. ,That period of time was one where nothing important was happening.,117695e,It,was,a slack time,nothing important,was happening,one
entailment,Little girl holding a kitten.,a gilr holds a kitten,5090110064.jpg#4r1e,Little girl,holding,a kitten,a gilr,holds,a kitten
contradiction,"The door is too thick.""",The door is not thick enough.,42065c,The door,is,too thick,The door,is not,thick enough
neutral,A girl going down a slide.,A girl is having fun.,1443807993.jpg#4r1n,A girl,going,down a slide,A girl,is having,fun
entailment,"I nodded, clearing my throat.",I cleared by throat and nodded my head.,139577e,I,nodded clearing,my throat,I,nodded,my head
neutral,A soccer game is going on at sundown.,The soccor game is a blow out,2813784259.jpg#4r1n,A soccer game,is going on,at sundown,The soccor game,is,a blow out
entailment,i bet they do,I think they do.,95410e,i,bet,they do,I,think,they do
entailment,Two girls hapily playing in a park.,Two girls are happy.,3392851587.jpg#4r1e,Two girls,hapily playing,in a park,Two girls,are,happy
neutral,I needed some air.,I was having a panic attack.,76233n,I,needed,some air,I,was having,a panic attack
contradiction,A man is singing into a microphone.,A man performs stand-up comedy.,1733671069.jpg#4r3c,A man,is singing,into a microphone,A man,performs,stand-up comedy
contradiction,A homeless man living on the street,A man is sitting on a couch.,3181701312.jpg#4r1c,A homeless man,living,on the street,A man,is sitting,on a couch
contradiction,A child hidden by balls,A child hidden by snow.,1433397131.jpg#4r1c,A child,hidden,by balls,A child,hidden,by snow
neutral,Man walking with red skateboard.,the mans skateboard is very expensive,485357535.jpg#4r1n,Man,walking,with red skateboard,the mans skateboard,is,very expensive
neutral,Three people are cleaning up a beach.,The people are picking up trash.,2955752229.jpg#3r1n,Three people,are cleaning up,a beach,The people,are picking up,trash
neutral,A man playing an electric guitar.,a man performing a concert,2213615142.jpg#4r1n,A man,playing,an electric guitar,a man,performing,a concert
contradiction,Asian workers gleaning in a field.,Asian workers are in a factory.,3083913737.jpg#3r1c,Asian workers,gleaning,in a field,Asian workers,are,in a factory
entailment,I smiled back.,I grinned at the person.,3364e,I,smiled,back,I,grinned,at the person
entailment,Bork shrugged again.,"Once more, Bork shrugged.",107133e,Bork,shrugged,again,Bork,shrugged,Once more
neutral,a man wakeboards on a lake.,A man is wearing swimming trunks,172092464.jpg#3r2n,a man,wakeboards,on a lake,A man,is wearing,swimming trunks
entailment,Three people chatting underneath an umbrella.,Three people are standing with an umbrella.,2057898230.jpg#3r1e,Three people,chatting,underneath an umbrella,Three people,are standing,with an umbrella
neutral,A blond woman is talking on a cellphone.,The woman is happy.,4811861915.jpg#3r1n,A blond woman,is talking,on a cellphone,The woman,is,happy
neutral,Two old men sit on park benches.,Old friends feeding the birds.,4571898363.jpg#4r1n,Two old men,sit,on park benches,Old friends,feeding,the birds
neutral,Young people celebrate in song.,A choir is singing on stage.,3574627719.jpg#4r1n,Young people,celebrate,in song,A choir,is singing,on stage
contradiction,A basketball player takes a shot.,The boy is playing baseball,3154641421.jpg#3r5c,A basketball player,takes,a shot,The boy,is playing,baseball
contradiction,A skateboarder slides down a handrail.,A skateboarder is rollerblading on a handrail,3498354674.jpg#4r1c,A skateboarder,slides,down a handrail,A skateboarder,is rollerblading,on a handrail
contradiction,A young boy getting spoon fed.,A young girl is having her hair done.,390703177.jpg#3r1c,A young boy,getting,spoon fed,A young girl,is having,her hair done
neutral, Jane shook her head.,Jane got dizzy.,127175n,Jane,shook,her head,Jane,got,dizzy
entailment,They may love the partner.,They might love the partner.,18668e,They,may love,the partner,They,might love,the partner
contradiction,Group performs a dance together.,The people are planning a picnic.,3717267425.jpg#3r4c,Group,performs together,a dance,The people,are planning,a picnic
neutral,The small dogs play in the snow.,Dogs are running in the snow.,2398605966.jpg#4r5n,The small dogs,play,in the snow,Dogs,are running,in the snow
entailment,A person standing in the ocean.,A human stands in water.,400345058.jpg#3r1e,A person,standing,in the ocean,A human,stands,in water
contradiction,A radio host having his picture taken.,a host gets his portrait drawn,428923523.jpg#4r1c,A radio host,having,his picture taken,a host,gets,his portrait drawn
entailment,This is vital work.,This work is critical.,132822e,This,is,vital work,This work,is,critical
entailment,Navy officer looks through a scope.,There is a navy officer holding a gun,6077121925.jpg#4r1e,Navy officer,looks,through a scope,a navy officer,holding,a gun
entailment,"It is tremendous!""",It's amazing! ,59700e,It,is,tremendous,It,'s,amazing
entailment,A dog jumps toward a couch,A dog jumps toward something,294353408.jpg#4r1e,A dog,jumps,toward a couch,A dog,jumps,toward something
neutral,Three children smiling for the camera.,Three children posing by smiling for the camera.,4689844217.jpg#3r1n,Three children,smiling,for the camera,Three children,posing by smiling,for the camera
entailment,Men are playing a soccer game.,Men playing a game,6178585333.jpg#4r1e,Men,are playing,a soccer game,Men,playing,a game
neutral,Three girls playing volleyball.,three younger girls playing volleyball,6188880632.jpg#4r1n,Three girls,playing,volleyball,three younger girls,playing,volleyball
contradiction,a snowboarder jumps into the air.,A snowboarder is sleep.,2975118353.jpg#3r1c,a snowboarder,jumps,into the air,A snowboarder,is,sleep
contradiction,A dog running in the water.,A dog is sitting in snow.,3407357681.jpg#3r1c,A dog,running,in the water,A dog,is sitting,in snow
contradiction,A man juggling fire.,A woman is carrying a box.,539493431.jpg#4r1c,A man,juggling,fire,A woman,is carrying,a box
contradiction,Young boys stares deeply into the camera.,The boys are staring at ice cream.,4901396689.jpg#3r1c,Young boys,stares deeply,into the camera,The boys,are staring,at ice cream
entailment,A dog swims towards a waterfall.,The dog is swimming.,1808370027.jpg#4r1e,A dog,swims,towards a waterfall,The dog,is,swimming
entailment,Ten programs were chosen for visits in 2001.,The 2001 agenda had ten programs scheduled.,37961e,ten programs,were chosen for,visits in 2001,The 2001 agenda,had,ten programs scheduled
contradiction,a boy runs along the street.,The boy is standing near the car.,2768662025.jpg#3r1c,a boy,runs,along the street,The boy,is standing,near the car
neutral,A man is performing some music.,The man is playing a saxophone.,1678256882.jpg#4r1n,A man,is performing,some music,The man,is playing,a saxophone
neutral,AA man performs a ceremony.,A preacher is performing a wedding.,2074686457.jpg#4r1n,AA man,performs,a ceremony,A preacher,is performing,a wedding
entailment,A biker fixes his bicycle,The biker is touching the bike.,2842122575.jpg#4r1e,A biker,fixes,his bicycle,The biker,is touching,the bike
neutral,Two adults walking on the street.,Two people are walking to the market.,863036078.jpg#4r1n,Two adults,walking,on the street,Two people,are walking,to the market
entailment,Four people are walking on a bridge.,The people walk on the bridge.,3278777548.jpg#4r1e,Four people,are walking,on a bridge,The people,walk,on the bridge
entailment,A dog stands in water.,The dog stood in water.,343073813.jpg#4r1e,A dog,stands,in water,The dog,stood,in water
contradiction,Young men are working in the woods.,Men are sleeping in their cars.,3308384021.jpg#4r1c,Young men,are working,in the woods,Men,are sleeping,in their cars
contradiction,Man holding a water pipe.,A man is holding some shingles.,132935994.jpg#4r3c,Man,holding,a water pipe,A man,is holding,some shingles
contradiction,A man juggling hackey sacks,A man is juggling carrots.,3247423890.jpg#4r1c,A man,juggling,hackey sacks,A man,is juggling,carrots
neutral,City workers are working on the subway.,people are working outside,2537697530.jpg#4r1n,City workers,are working,on the subway,people,are working,outside
neutral,People are running from a fire.,People flee a house fire.,2858793859.jpg#4r4n,People,are running,from a fire,People,flee,a house fire
neutral,A curious boy doing science experiments.,a young boy performing alchemy,5291335711.jpg#4r1n,A curious boy,doing,science experiments,a young boy,performing,alchemy
