GoldLabel,Premise,Hypothesis,PairID,PremiseSubj,PremiseRel,PremiseObj,HypothesisSubj,HypothesisRel,HypothesisObj
entailment, Nobody asked anything.,There were no questions asked by anybody.,128533e,Nobody,asked,anything,no questions,asked,by anybody
entailment,That was an amazing shot.,The shot was good. ,44764e,That,was,an amazing shot,The shot,was,good
entailment,A boy holds an icicle,The boy is wearing clothes.,2130851544.jpg#4r1e,A boy,holds,an icicle,The boy,is wearing,clothes
neutral,A crying baby is holding a colorful toy.,The baby is hungry.,22860067.jpg#3r1n,A crying baby,is holding,a colorful toy,The baby,is,hungry
neutral,A gentleman sitting alone at a table.,A man is eating alone.,4903745980.jpg#4r1n,A gentleman,sitting alone,at a table,A man,is eating,alone
neutral,An athletic man waterskis on a lake.,A fit man is having fun.,5643010407.jpg#3r1n,An athletic man,waterskis,on a lake,A fit man,is having,fun
neutral,a child girl wearing coat,it is wintertime.,68647249.jpg#4r2n,a child girl,wearing,coat,it,is,wintertime
entailment,A skateboarder performs a trick.,A skateboarder is doing tricks.,3668259129.jpg#2r1e,A skateboarder,performs,a trick,A skateboarder,is doing,tricks
entailment,A laboratory technician is using a pipette.,A lab tech is using instruments.,5932908042.jpg#3r1e,A laboratory technician,is using,a pipette,A lab tech,is using,instruments
contradiction,A band is playing on stage.,A band refuses to play together.,2128309854.jpg#3r1c,A band,is playing,on stage,A band,refuses,to play together
contradiction,The little girl is riding her red scooter.,She never likes green scooter.,2197275664.jpg#1r1c,The little girl,is riding,her red scooter,She,never likes,green scooter
contradiction,A woman running in a race.,the cat eats oranges,6454325817.jpg#4r1c,A woman,running,in a race,the cat,eats,oranges
contradiction,White dog running on the grass,A black dog is sitting in the grass.,2867699650.jpg#3r1c,White dog,running,on the grass,A black dog,is sitting,in the grass
entailment,Women in red using a microphone.,women wears red,4429900085.jpg#4r1e,Women in red,using,a microphone,women,wears,red
contradiction,A dog runs through the grass.,The dog trots slowly through the grass.,2565237642.jpg#4r6c,A dog,runs,through the grass,The dog,trots slowly,through the grass
neutral,It lasted ten days.,The festival lasted over a week,6818n,It,lasted,ten days,The festival,lasted,over a week
contradiction,She looked questioningly at Tuppence.,She would not look at Tuppence.,686c,She,looked questioningly,at Tuppence,She,would not look,at Tuppence
contradiction,Kids playing softball.,The kids are playing video games.,1355703632.jpg#4r3c,Kids,playing,softball,The kids,are playing,video games
entailment,"There, he said. ","Done, he proclaimed.",76553e,he,said,There,Done,proclaimed,he
contradiction,A newswoman being filmed in Times Square.,She is in Japan.,4477683613.jpg#3r1c,A newswoman,being filmed,in Times Square,She,is,in Japan
contradiction,Three children sitting around a rock.,Three kids swim in the pool.,4446088471.jpg#3r1c,Three children,sitting,around a rock,Three kids,swim,in the pool
neutral,The little girl is kissing the brown cat.,the cat belongs to the girl,3421480658.jpg#4r1n,The little girl,is kissing,the brown cat,the cat,belongs,to the girl
neutral,Two men are watching something.,two men are watching tv,1417882092.jpg#2r1n,Two men,are watching,something,two men,are watching,tv
neutral,"Three people, are having a casual conversation.",The people are wearing shoes.,31326591.jpg#3r1n,Three people,are having,a casual conversation,The people,are wearing,shoes
contradiction,A sports team getting off their bus.,A sports team sitting in their bus.,6847883340.jpg#4r1c,A sports team,getting off,their bus,A sports team,sitting,in their bus
entailment,A tan woman is pouring tea.,A woman is holding something.,5273187871.jpg#4r1e,A tan woman,is pouring,tea,A woman,is holding,something
contradiction,Two men are talking in a hallway.,Two women sit in a hallway.,86549526.jpg#4r1c,Two men,are talking,in a hallway,Two women,sit,in a hallway
entailment,One thing is missing from the  subversiveness.,The subversiveness is incomplete without this one thing.,85552e,One thing,is missing,from the  subversiveness,The subversiveness,is,incomplete
entailment,Someone walks in a hallway.,The person is 6' tall.,4890932738.jpg#4r1e,Someone,walks,in a hallway,The person,is tall,6
neutral,Simple wills cost $75 apiece.,Complex wills cost $125 a piece.,43911n,Simple wills,cost,$ 75 apiece,Complex wills,cost,$ 125 a piece
contradiction,Two male workers whitewash a brown bench.,Two workers accidentally broke the bench.,17095593.jpg#1r1c,Two male workers,whitewash,a brown bench,Two workers,accidentally broke,the bench
neutral,Two woman posing with a guy.,Three people posing outdoors.,130211457.jpg#4r1n,Two woman,posing,with a guy,Three people,posing,outdoors
contradiction,Two men skateboarding in the forest.,Two girls are in a treehouse.,1561077967.jpg#4r5c,Two men,skateboarding,in the forest,Two girls,are,in a treehouse
entailment,A dog runs through the snow.,A dog is getting exercise.,3189307452.jpg#4r2n,A dog,runs,through the snow,A dog,is getting,exercise
contradiction,Three kids play on some bars.,20 Children tackling each other,894928353.jpg#4r1c,Three kids,play,on some bars,20 Children,tackling,each other
contradiction,The dog is sleeping in the vehicle.,The dog is in the bathtub.,485741580.jpg#1r1c,The dog,is sleeping,in the vehicle,The dog,is,in the bathtub
entailment,he is eventually,After a while he is.,63052e,he,is,eventually,he,is,After a while
entailment,A small child is fascinated by bath bubbles.,A small child is looking at bath bubbles.,3749195206.jpg#4r1e,A small child,is fascinated,by bath bubbles,A small child,is looking,at bath bubbles
neutral,Two boys are playing on a trampoline.,The kids are training for gymnastics,3736786640.jpg#4r1n,Two boys,are playing,on a trampoline,The kids,are training,for gymnastics
entailment,A blond boy walking in the water.,A boy walks in the water.,1122579380.jpg#4r1e,A blond boy,walking,in the water,A boy,walks,in the water
entailment,Two dogs play together in the snow.,Puppies playing in the snow.,2513260012.jpg#4r1e,Two dogs,play together,in the snow,Puppies,playing,in the snow
entailment,Two firemen are standing by a firetruck.,The men are firefighters.,4966860594.jpg#4r1e,Two firemen,are standing,by a firetruck,The men,are,firefighters
contradiction,People shopping in a store.,People are eating lunch.,4808416841.jpg#4r1c,People,shopping,in a store,People,are eating,lunch
entailment,A little boy jumping on the bed,A boy is having fun.,781118358.jpg#4r1e,A little boy,jumping,on the bed,A boy,is having,fun
entailment,Two students are eating lunch,Students eat lunch.,4328448107.jpg#4r1e,Two students,are eating,lunch,Students,eat,lunch
contradiction,Two young girls are having a snowball fight.,Girls dressing up for a party,646453606.jpg#3r1c,Two young girls,are having,a snowball fight,Girls,dressing up,for a party
entailment,A couple posing in wigs,The people's hair is artificial.,3618115051.jpg#4r1e,A couple,posing,in wigs,The people's hair,is,artificial
entailment,A dog running on the sand.,a dog is running on sand,426191845.jpg#4r1e,A dog,running,on the sand,a dog,is running,on sand
neutral,People are busy taking pictures.,People are making art.,212863746.jpg#4r1n,People,are,busy taking pictures,People,are making,art
entailment,The rest is herstory.,Herstory is the rest.,72411e,The rest,is,herstory,Herstory,is,the rest
entailment,Two dogs play fighting on sand.,The dogs are outdoors.,2067362863.jpg#3r1n,Two dogs,play fighting,on sand,The dogs,are,outdoors
entailment,Two boys are running around a field.,The boys are outside.,3023178539.jpg#4r1e,Two boys,are running,around a field,The boys,are,outside
contradiction,A black dog walks through some water.,A dog plays fetch.,1357753846.jpg#2r4c,A black dog,walks,through some water,A dog,plays,fetch
neutral,Dante writes Inferno,Dante wrote other books too.,81976n,Dante,writes,Inferno,Dante,wrote too,other books
neutral,A young boy playing basketball.,Tall boys play basketball.,3303797949.jpg#3r1n,A young boy,playing,basketball,Tall boys,play,basketball
contradiction,It looks rich.,It looks poor.,10639c,It,looks,rich,It,looks,poor
contradiction,A man carefully shaves his beard.,A man is eating lunch.,197688193.jpg#3r1c,A man,carefully shaves,his beard,A man,is eating,lunch
neutral,Two girls decorating a christmas tree.,The family celebrates Christmas.,329828970.jpg#4r1n,Two girls,decorating,a christmas tree,The family,celebrates,Christmas
contradiction,The sheet was blank! ,The sheet was filled with scribbles. ,134748c,The sheet,was,blank,The sheet,was filled,with scribbles
entailment,Two male workers whitewash a brown bench.,Two workers whitewash a bench.,17095593.jpg#1r1e,Two male workers,whitewash,a brown bench,Two workers,whitewash,a bench
contradiction,The two man are fixing something.,A woman is working on a car.,3514603772.jpg#3r5c,The two man,are fixing,something,A woman,is working,on a car
neutral,Two people are at a park.,Two sad people are at a park.,234580030.jpg#4r1n,Two people,are,at a park,Two sad people,are,at a park
neutral,Two football teams play a game.,Two NFL teams playing on football field,2949762776.jpg#3r1n,Two football teams,play,a game,Two NFL teams,playing,on football field
entailment,A shoe shiner waits for customers.,A shoe shiner is present.,733964952.jpg#3r5e,A shoe shiner,waits,for customers,A shoe shiner,is,present
entailment,A bride& groom cutting their wedding cake.,A bride and groom just got married.,2355098740.jpg#3r1e,A bride& groom,cutting,their wedding cake,A bride,just got,married
neutral,Three brown puppies running in the grass.,Brown puppies are getting exercise.,490044494.jpg#2r1n,Three brown puppies,running,in the grass,Brown puppies,are getting,exercise
contradiction,A man is checking out a wall.,The man is surfing on the ocean.,4721088452.jpg#4r1c,A man,is checking out,a wall,The man,is surfing,on the ocean
entailment,people walking past Love Story.,The people pass Love Story.,4682354270.jpg#4r1e,people,walking,past Love Story,The people,pass,Love Story
entailment,A man working on his computer.,A man sits at a computer.,439171995.jpg#4r1e,A man,working,on his computer,A man,sits,at a computer
entailment,Some guys playing pool together.,Guys playing in a pool.,4872766179.jpg#4r1e,Some guys,playing together,pool,Guys,playing,in a pool
entailment,Some people are looking at something.,People are searching for something.,303207125.jpg#4r1e,Some people,are looking,at something,People,are searching,for something
contradiction,A gentleman walking in the street.,A gentleman waits on the sidewalk.,4626017432.jpg#4r5c,A gentleman,walking,in the street,A gentleman,waits,on the sidewalk
contradiction,Two dogs play in the grass.,Two animals are sleeping inside.,1659396176.jpg#4r5c,Two dogs,play,in the grass,Two animals,are sleeping,inside
entailment,Two men are sitting on a bench.,Two men sit on a bench.,4814925710.jpg#4r1e,Two men,are sitting,on a bench,Two men,sit,on a bench
contradiction,Skateboarder with hat backwards perched on low wall.,The skateboarder fell asleep.,3827686564.jpg#4r1c,Skateboarder with hat,backwards perched,on low wall,The skateboarder,fell,asleep
entailment,A guy is putting on some jeans.,A man is putting on jeans.,6335241.jpg#3r1e,A guy,is putting on,some jeans,A man,is putting on,jeans
neutral,A few people are planting flowers.,They enjoy the flowers.,2737097126.jpg#4r1n,A few people,are planting,flowers,They,enjoy,the flowers
contradiction,Two women are talking to one another.,Two men are talking to one another.,4045843128.jpg#3r1c,Two women,are talking,to one another,Two men,are talking,to one another
